MW,LogP,TPSA,HBD,HBA,RotBonds,AromaticRings,HeavyAtoms
377.40800000000013,2.4221000000000004,116.36999999999999,3,7,5,3,28
403.4460000000002,2.991080000000001,116.36999999999999,3,7,6,3,30
436.5850000000003,4.166400000000004,74.25,1,7,4,3,31
436.5850000000003,4.166400000000003,74.25,1,7,4,3,31
446.5140000000001,5.324300000000004,92.69,2,6,6,5,34
447.5010000000001,4.3293000000000035,52.650000000000006,1,3,6,2,32
456.5900000000002,5.018400000000005,59.39000000000001,1,4,7,4,34
437.4710000000002,3.284900000000002,91.65,2,5,5,3,32
491.6110000000003,5.079700000000004,77.04,2,4,5,2,36
425.5040000000001,4.963900000000005,67.6,1,5,8,3,31
411.4770000000001,4.573800000000004,67.6,1,5,7,3,30
412.4420000000001,3.815900000000002,92.34,2,4,6,3,29
394.4520000000001,3.676800000000002,92.34,2,4,6,3,28
463.5090000000003,3.7722000000000024,91.65,2,5,4,3,34
373.42000000000013,2.8278800000000013,98.35000000000001,2,6,4,3,28
442.5270000000001,3.630720000000002,96.66,2,5,5,5,33
632.7400000000002,6.2880000000000065,99.57,2,6,10,5,47
371.4040000000001,3.077580000000001,100.04,2,5,4,4,28
372.39200000000005,2.47258,112.92999999999999,2,6,4,4,28
415.5590000000001,3.0374000000000017,78.51,2,4,6,2,29
487.0470000000002,6.584800000000006,50.160000000000004,1,3,7,4,35
516.5920000000002,5.569800000000005,67.23,1,4,7,4,38
524.6400000000003,6.197240000000006,67.23,1,4,7,4,39
563.101,7.247900000000007,67.23,1,4,7,5,41
546.6460000000001,6.733600000000006,67.23,1,4,7,5,41
564.6360000000001,6.872700000000006,67.23,1,4,7,5,42
536.6760000000003,5.956800000000006,76.46000000000001,1,5,7,4,40
421.54100000000005,3.474000000000002,61.88000000000001,1,4,5,2,31
421.54100000000005,3.474000000000002,61.88000000000001,1,4,5,2,31
388.51500000000016,3.8663200000000026,48.470000000000006,1,4,5,3,29
437.4710000000002,3.2849000000000013,91.65,2,5,5,3,32
476.6870000000004,3.3891000000000018,72.96000000000001,1,5,7,1,33
424.61100000000016,2.4648000000000003,72.96000000000001,1,5,10,1,29
464.67600000000033,3.3891000000000018,72.96000000000001,1,5,10,1,32
410.5840000000001,2.1225999999999994,81.75,2,5,10,1,28
450.6490000000003,3.046900000000001,81.75,2,5,10,1,31
444.6010000000001,2.8341200000000004,81.75,2,5,9,2,31
474.60900000000026,5.191020000000005,92.27,2,7,8,3,35
500.5250000000002,5.086420000000004,92.27,2,7,7,3,36
446.55500000000023,4.376040000000003,92.27,2,7,7,3,33
516.5240000000002,4.966220000000004,101.5,2,8,8,3,37
486.49800000000016,4.948620000000004,92.27,2,7,6,3,35
502.4970000000002,4.828420000000004,101.5,2,8,7,3,36
360.42100000000005,3.136300000000001,83.03999999999999,2,6,4,3,27
446.5140000000001,5.324300000000004,92.69,2,6,6,5,34
489.58000000000027,4.517800000000003,95.07,3,8,6,4,35
